DBO(20|25|0),10,0.9998977777777779,51.72777250220907,130.02876502950676,439.73724861914525
MaxRTT,10,0.9987654888888892,31.127322084931084,46.65426705230493,406.3654986593174
DBO(20|25|0),20,0.9998023684210525,54.7128038365994,215.74071731895674,452.1485372555908
MaxRTT,20,0.9978871736842103,33.52528072188963,137.45585446280893,407.3654986592446
DBO(20|25|0),30,0.9997644252873562,57.31559203246907,253.0533895593835,451.8985372555908
MaxRTT,30,0.9971704804597701,35.491534475224796,206.42100040502555,407.3654986592446
DBO(20|25|0),40,0.9997444551282052,59.91151319929221,296.8331859256977,451.7735372555908
MaxRTT,40,0.9963723346153842,37.32570667137698,251.53162878061994,407.6154986593174
DBO(20|25|0),50,0.9997402448979598,62.26795467562272,323.2459751277114,451.6985372555908
MaxRTT,50,0.9955972612244893,38.990512569087365,284.49556348796466,407.7654986592446
DBO(20|25|0),60,0.9997335169491527,64.59755399538852,340.97765889977745,451.6485372555908
MaxRTT,60,0.9948762050847486,40.62872100448543,307.59274829766946,407.6154986592592
DBO(20|25|0),70,0.9997433747412011,66.99584758098122,353.8642820192202,451.6128229698765
MaxRTT,70,0.9942376173913049,42.316745916563505,326.4053793539227,414.21533567663784
DBO(20|25|0),80,0.9997365031645568,69.34374755982873,361.75831867556553,451.5860372555908
MaxRTT,80,0.9937076753164559,43.92977078031112,336.0434268267709,414.13497853378067
DBO(20|25|0),90,0.9997254431960056,71.47189552149804,367.8959443620309,455.21121739662584
MaxRTT,90,0.993258662671661,45.462869281719335,342.90065169004566,417.19883199257794
Cloudex(10|10),10,0.978383666666667,27.536727360834753,31.46220338201498,400.4027382090717
Cloudex(15|15),10,0.9951819555555554,30.181985499269878,31.61907858124118,400.4027382090717
Cloudex(20|20),10,0.9988185999999999,40.12518497419023,40.0,400.4027382090717
Cloudex(30|30),10,0.9990237555555559,60.10801236994576,60.0,400.4027382090717
Cloudex(40|40),10,0.9990876222222225,80.09529668427395,80.0,400.4027382090717
Cloudex(50|50),10,0.9991711999999997,100.0843190829908,100.0,400.4027382090717
Cloudex(60|60),10,0.9992631999999999,120.07496543018131,120.0,400.4027382090717
Cloudex(70|70),10,0.9993397333333331,140.0669478337802,140.0,400.4027382090717
Cloudex(80|80),10,0.9993712666666665,160.05997709443574,160.0,400.4027382090717
Cloudex(90|90),10,0.999392622222222,180.05353415723215,180.0,400.4027382090717
Cloudex(100|100),10,0.9994226888888894,200.0475148855408,200.0,400.4027382090717
Cloudex(110|110),10,0.9994653777777773,220.04203012035222,220.0,400.4027382090717
Cloudex(120|120),10,0.9995078444444445,240.03717671384678,240.0,400.4027382090717
Cloudex(130|130),10,0.9995492444444445,260.0328973425627,260.0,400.4027382090717
Cloudex(140|140),10,0.9995779111111112,280.02899936500194,280.0,408.7614385972265
Cloudex(150|150),10,0.9995914666666668,300.02532165049166,300.0,418.7614385972265
Cloudex(160|160),10,0.9996042222222221,320.0216916535322,320.0,428.7614385972265
Cloudex(170|170),10,0.9996172000000001,340.0181067848038,340.0,438.7614385972265
Cloudex(180|180),10,0.9996429111111113,360.0145853123073,360.0,448.7614385972265
Cloudex(190|190),10,0.9996874222222221,380.0113116108462,380.0,458.7614385972265
Cloudex(200|200),10,0.9997328444444444,400.0084434178419,400.0,468.7614385972265
Cloudex(210|210),10,0.999778488888889,420.00599440808384,420.0,478.7614385972265
Cloudex(220|220),10,0.9998245777777778,440.00396427084803,440.0,488.7614385972265
Cloudex(230|230),10,0.9998699111111107,460.0023564412003,460.0,498.7614385972265
Cloudex(240|240),10,0.9999163555555556,480.00117334235847,480.0,508.7614385972265
Cloudex(250|250),10,0.9999617333333335,500.0004150046368,500.0,518.7614385972265
Cloudex(260|260),10,0.9999915111111112,520.0000759784219,520.0,528.7614385972265
Cloudex(270|270),10,1.0,540.0,540.0,540.0
Cloudex(280|280),10,1.0,560.0,560.0,560.0
Cloudex(290|290),10,1.0,580.0,580.0,580.0
Cloudex(300|300),10,1.0,600.0,600.0,600.0
Cloudex(310|310),10,1.0,620.0,620.0,620.0
Cloudex(320|320),10,1.0,640.0,640.0,640.0
Cloudex(330|330),10,1.0,660.0,660.0,660.0
Cloudex(340|340),10,1.0,680.0,680.0,680.0
Cloudex(350|350),10,1.0,700.0,700.0,700.0
Cloudex(10|10),60,0.9508200299435031,27.536649143086855,31.457646403972085,400.0817902798299
Cloudex(15|15),60,0.9938317988700532,30.18409335990397,31.618696092395112,400.0817902798299
Cloudex(20|20),60,0.9987788531073447,40.12722814244482,40.0,400.0817902798299
Cloudex(30|30),60,0.9990473531073432,60.109669459013155,60.0,400.0817902798299
Cloudex(40|40),60,0.9991159338983044,80.09671599072357,80.0,400.0817902798299
Cloudex(50|50),60,0.9992066717514128,100.08557015762567,100.0,400.0817902798299
Cloudex(60|60),60,0.9993024881355915,120.07606806424586,120.0,400.0817902798299
Cloudex(70|70),60,0.9993787819209049,140.0679081825077,140.0,400.0817902798299
Cloudex(80|80),60,0.9994118621468959,160.06077099640598,160.0,400.0817902798299
Cloudex(90|90),60,0.9994329158192086,180.0541642964717,180.0,400.0817902798299
Cloudex(100|100),60,0.9994633135593338,200.04798981212724,200.0,400.0817902798299
Cloudex(110|110),60,0.9995081197740046,220.04237573947492,220.0,400.0817902798299
Cloudex(120|120),60,0.9995533689265548,240.03742767318903,240.0,400.0817902798299
Cloudex(130|130),60,0.9995981231638414,260.0330797015994,260.0,400.0817902798299
Cloudex(140|140),60,0.9996306180790969,280.02914033077536,280.0,408.7614385972265
